"symbol","date","open","high","low","close","volume","adjusted"
"GOOGL",2015-01-02,532.599976,535.799988,527.880005,529.549988,1324000,529.549988
"GOOGL",2015-01-05,527.150024,527.98999,517.75,519.460022,2059100,519.460022
"GOOGL",2015-01-06,520.5,521.210022,505.549988,506.640015,2722800,506.640015
"GOOGL",2015-01-07,510.950012,511.48999,503.649994,505.149994,2345900,505.149994
"GOOGL",2015-01-08,501.51001,507.5,495.019989,506.910004,3652700,506.910004
"GOOGL",2015-01-09,508.179993,508.600006,498.649994,500.720001,2100000,500.720001
"GOOGL",2015-01-12,499.23999,500.279999,490.910004,497.059998,2856900,497.059998
"GOOGL",2015-01-13,502.570007,508.600006,497.26001,501.799988,3047900,501.799988
"GOOGL",2015-01-14,500.420013,508.26001,498.160004,505.929993,2640000,505.929993
"GOOGL",2015-01-15,508.890015,509.75,502.01001,504.01001,2553400,504.01001
"GOOGL",2015-01-16,503.149994,510.850006,503.089996,510.459991,2482900,510.459991
"GOOGL",2015-01-20,512.77002,515.609985,509.369995,509.940002,2339800,509.940002
"GOOGL",2015-01-21,510.839996,521.849976,509.589996,520.390015,2317800,520.390015
"GOOGL",2015-01-22,523,538.840027,521.909973,537.299988,2803400,537.299988
"GOOGL",2015-01-23,538.030029,545.409973,535.75,541.950012,2298300,541.950012
"GOOGL",2015-01-26,541.5,541.5,532.070007,536.719971,1546600,536.719971
"GOOGL",2015-01-27,531.400024,532.780029,520.859985,521.190002,1957400,521.190002
"GOOGL",2015-01-28,525,525.690002,512.349976,512.429993,1791100,512.429993
"GOOGL",2015-01-29,512.900024,515.190002,503.480011,513.22998,3950900,513.22998
"GOOGL",2015-01-30,519,543.099976,518.179993,537.549988,6055400,537.549988
"GOOGL",2015-02-02,534.320007,536.5,521.719971,532.200012,3768900,532.200012
"GOOGL",2015-02-03,529.940002,537.450012,526.809998,533.299988,2353100,533.299988
"GOOGL",2015-02-04,533.140015,536.75,525.030029,526.099976,1694800,526.099976
"GOOGL",2015-02-05,527.929993,530.690002,525.640015,529.830017,1658800,529.830017
"GOOGL",2015-02-06,531.01001,540.219971,528.650024,533.880005,2146900,533.880005
"GOOGL",2015-02-09,531.059998,533.880005,527.549988,529.280029,1515700,529.280029
"GOOGL",2015-02-10,532.150024,541,529.169983,540.159973,2371500,540.159973
"GOOGL",2015-02-11,539.72998,541.950012,536,538,1915300,538
"GOOGL",2015-02-12,539.659973,548.340027,537,546.01001,2429500,546.01001
"GOOGL",2015-02-13,547.51001,552.539978,546.599976,551.159973,2369100,551.159973
"GOOGL",2015-02-17,551.159973,553,543.26001,545.01001,1958700,545.01001
"GOOGL",2015-02-18,543.820007,547.549988,539.549988,542.650024,1558200,542.650024
"GOOGL",2015-02-19,542.469971,546.859985,540.75,546.450012,1541700,546.450012
